clusterno,tweetd
2,256351280652488704
2,256352329161375745
2,256354505950638081
2,256350093316345856
2,256355634230996992
2,256349556638355457
2,256350219330007040
2,256349883987005440
2,256350588370055168
2,256349023773024256
2,256349405530177536
2,256352157098446848
2,256355286099574784
2,256353725604569088
2,256354749371260928
2,256350836018515968
2,256349535788474368
2,256351469203226624
2,256350110492008450
2,256355357260140544
2,256349191863943168
2,256346650132508673
2,256351980988022784
2,256357458883256322
2,256350961830879232
2,256360029681225728
2,256356804487938048
2,256655468011876353
3,256350618015395840
3,256351192563728384
3,256353864033370112
4,256349178991624192
4,256350232017793024
4,256351192232390656
5,256545543961059328
5,256529450542456833
5,256556264425930753
5,256520910603968512
5,256555279079071745
5,256549356520488961
5,256552653130170369
5,256549582912241664
5,256520428468715520
5,256560723029794816
5,256527852495847424
5,256523871832903683
5,256506020828966912
5,256540024286375938
5,256542289151799296
5,256560815266729984
5,256536689651093504
5,256551416016023552
5,256510026590584832
5,256517400172838912
5,256558919504261122
5,256505798795091968
5,256561008141819906
5,256509502386499585
5,256505500701708289
5,256528896617496577
5,256550539410673665
5,256557111985700864
5,256558248457543681
5,256532952589152256
5,256549381652746240
5,256558969739431936
5,256541496386416641
5,256547829642850304
5,256560823915384832
5,256562233151205376
5,256564904604086272
5,256564493813952512
5,256564821095501826
5,256352014697648128
5,256562375493312512
5,256563894179487744
5,256562409236484096
5,256564535564046336
5,256564015591985152
5,256553303398301697
5,256528636612591616
5,256563311078948864
5,256559024458309632
5,256544499529027584
5,256564745325391872
5,256562426013679616
5,256561943693897729
5,256565236335800320
5,256565051803197440
5,256565701538623488
5,256565080773251073
5,256561188836605954
5,256561452960329728
5,256565274071928833
5,256565647260131329
5,256564862728159232
5,256562514203119617
5,256565001245048832
5,256565127023833089
5,256564896349687808
5,256510810703159296
5,256506444709507072
5,256565106287198210
5,256564715977838592
5,256565647297892352
5,256562471983263744
5,256564854498922496
5,256562404945715201
5,256564074240933888
5,256565139854209025
5,256562572894027776
5,256565316048527360
5,256562069309116416
5,256564871242600450
5,256562643874226176
5,256515650896412672
5,256564007333416961
5,256563491241070592
5,256565391478886400
5,256565424831991809
5,256564669957939201
5,256565089203806208
5,256565659880800256
5,256564766418542592
5,256563738738581506
5,256564888162414592
5,256564686789677057
5,256562761562198017
5,256564724588744704
5,256566217765171200
5,256561310274310144
5,256567639667777536
5,256569623250620417
5,256566829860913152
5,256568256209506304
5,256569950423109632
5,256568256113025024
5,256566603326558208
5,256567878432722946
5,256566209208778752
5,256568738218901506
5,256566859405615104
5,256567589076090881
5,256567844865708032
5,256569405201334272
5,256563893965574146
5,256566125318512641
5,256569606527934464
5,256567018667532288
5,256569484964397059
5,256568817965215744
5,256566838232764417
5,256568507779661825
5,256566267945832449
5,256567815497211904
5,256566972676964352
5,256567656298188800
5,256566246949130241
5,256569136791044096
5,256566825645666305
5,256569409601150976
5,256567736036098048
5,256566750089445376
5,256565940920135680
5,256566226116022273
5,256566393577803778
5,256565240429424641
5,256565244346908673
5,256566053923078145
5,256565785806389248
5,256565789786767360
5,256566553263353856
5,256567786388738050
5,256568213972869120
5,256565928018460672
5,256566305535193088
5,256571242453274624
5,256574442510090242
5,256566418940755969
5,256566041449230336
5,256570625991258115
5,256551500011171840
5,256560832215912448
5,256572068617924608
