clusterno,tweetd
2,256529450542456833
2,256549356520488961
2,256560723029794816
2,256556264425930753
2,256520910603968512
2,256536689651093504
2,256527852495847424
2,256506020828966912
2,256542289151799296
2,256555279079071745
2,256551416016023552
2,256549381652746240
2,256545543961059328
2,256523871832903683
2,256510810703159296
2,256505798795091968
2,256532952589152256
2,256562233151205376
2,256561008141819906
2,256560823915384832
2,256564904604086272
2,256528896617496577
2,256563894179487744
2,256562409236484096
2,256558248457543681
2,256564493813952512
2,256565236335800320
2,256541496386416641
2,256565701538623488
2,256565080773251073
2,256540024286375938
2,256563311078948864
2,256563893965574146
2,256564821095501826
2,256564535564046336
2,256562471983263744
2,256561943693897729
2,256565647297892352
2,256564854498922496
2,256562069309116416
2,256564871242600450
2,256562643874226176
2,256562514203119617
2,256565106287198210
2,256562761562198017
2,256562426013679616
2,256561310274310144
2,256563738738581506
2,256565139854209025
2,256565316048527360
2,256564724588744704
2,256562404945715201
2,256564766418542592
2,256564888162414592
2,256550539410673665
2,256565089203806208
2,256564686789677057
2,256561188836605954
2,256566829860913152
2,256569950423109632
2,256553303398301697
2,256564669957939201
2,256566125318512641
2,256558969739431936
2,256566217765171200
2,256568738218901506
2,256562572894027776
2,256566209208778752
2,256566859405615104
2,256564715977838592
2,256567844865708032
2,256569405201334272
2,256565659880800256
2,256567018667532288
2,256569484964397059
2,256506444709507072
2,256567639667777536
2,256566267945832449
2,256568256209506304
2,256568817965215744
2,256565815074238466
2,256564074240933888
2,256569623250620417
2,256566418940755969
2,256566603326558208
2,256567656298188800
2,256566750089445376
2,256565940920135680
2,256566226116022273
2,256566393577803778
2,256565240429424641
2,256565244346908673
2,256566053923078145
2,256565391478886400
2,256565424831991809
2,256566041449230336
2,256565051803197440
2,256566838232764417
2,256566305535193088
2,256561452960329728
2,256568507779661825
2,256571242453274624
2,256565647260131329
2,256565928018460672
2,256572068617924608
2,256564862728159232
2,256564896349687808
2,256569967355498496
2,256566972676964352
2,256574442510090242
2,256573733907619843
2,256567786388738050
2,256568213972869120
2,256571502412050433
2,256528636612591616
2,256570625991258115
2,256571355745624064
2,256566553263353856
2,256521741084536832
2,256513562170781696
2,256562690191921154
2,256571586507857920
2,256574702812807169
2,256569606527934464
2,256572555383668736
2,256574702615662592
2,256571758096826370
2,256572366614839297
2,256571552647237633
2,256570084737302529
2,256572232279666688
2,256571833762062336
2,256568071492366338
2,256573977055592450
2,256573599501139968
2,256571334526631936
2,256573599689883648
2,256571406106644481
2,256566276472844288
2,256570755851108352
2,256572307756179456
2,256571380915662848
2,256573079319359488
2,256563491241086976
2,256527537881104384
2,256563679900884993
2,256563634094882816
2,256540414180462592
2,256563688281079808
2,256563495427010561
2,256563327935840258
2,256563478922407936
2,256562388407578624
2,256563247845629955
2,256563386601570305
2,256563667674488832
2,256543258174443520
2,256550572994482177
2,256552409806024705
2,256536454640070656
2,256563663278837760
2,256563621532930048
2,256563407510175744
2,256563273145647104
2,256563520752209921
2,256559871544143873
2,256563659264884738
2,256563428443947008
2,256563214303780864
2,256563185077874689
2,256563520743809024
2,256563659130683394
2,256563218795864064
2,256563394864353280
2,256562216092962816
2,256563462015184896
2,256563281429397505
2,256538782617186305
2,256563105591619585
2,256563621155463169
2,256563474635829248
2,256563361418989568
2,256563655078981632
2,256510026590584832
2,256517400172838912
2,256562505541906433
2,256554784079884289
2,256563348760571905
2,256563466222067712
2,256563306918211585
2,256563407417921536
2,256563508026691585
2,256563633763516416
2,256563600376877057
2,256563709265190914
2,256563642231844864
2,256563650502991872
