EventID	TweetID
46	256151673670615041
46	256156786468470784
46	256157633529118720
46	256158568833769472
46	256161198754656256
46	256164734607441922
46	256166173425664000
46	256166588435267584
46	256167120994435072
46	256167142158909440
46	256167393997488128
46	256167695643467777
46	256167708570312704
46	256168241066549248
46	256169503703068672
46	256169507859607552
46	256169562456850432
46	256169604437639169
46	256170459966607360
46	256170761813909504
46	256170912989204480
46	256170933893611520
46	256171596656558080
46	256171613404409857
46	256171663706701824
46	256171743473958913
46	256172271624925184
46	256172552924315648
46	256172552957878272
46	256173530104885248
46	256173530226511874
46	256173530234908672
46	256173924361043969
46	256173928714731520
46	256175664984645634
46	256175669090844672
46	256176663140909057
46	256178290476339200
46	256179309859966976
46	256180937153445888
46	256180941607796736
77	256329658725961728
77	256331819044204544
77	256333064467279872
77	256334238910119936
77	256334302034399232
77	256335853738160128
77	256346272506712064
77	256346650132508673
77	256349023773024256
77	256349178991624192
77	256349191863943168
77	256349325876137984
77	256349405530177536
77	256349472869720064
77	256349501932048384
77	256349535788474368
77	256349556638355457
77	256349577546981376
77	256349783076265984
77	256349883987005440
77	256350080771182593
77	256350093316345856
77	256350110492008450
77	256350219330007040
77	256350232017793024
77	256350567369175040
77	256350588370055168
77	256350618015395840
77	256350785535881217
77	256350836018515968
77	256350915550912512
77	256350924191174657
77	256350953165426688
77	256350961830879232
77	256351192232390656
77	256351192563728384
77	256351221848363008
77	256351255318904833
77	256351280652488704
77	256351469203226624
77	256351569753276416
77	256351586895425536
77	256351624291815424
77	256351922066444288
77	256351968300265472
77	256351980988022784
77	256352014697648128
77	256352157098446848
77	256352329161375745
77	256353360880472066
77	256353725604569088
77	256353864033370112
77	256354505950638081
77	256354573055311872
77	256354749371260928
77	256355286099574784
77	256355357260140544
77	256355634230996992
77	256356133197996032
77	256356280246091777
77	256356804487938048
77	256357303438155776
77	256357458883256322
77	256357647484346368
77	256357760508243970
77	256359228690808832
77	256359295816441856
77	256359371322322945
77	256359572833435648
77	256360029681225728
77	256361451810344962
77	256363385443217409
77	256363485775155200
83	256504502662873088
83	256504783656079360
83	256505257629216768
83	256505500701708289
83	256505798795091968
83	256505928524902400
83	256506020828966912
83	256506444709507072
83	256509502386499585
83	256510026590584832
83	256510810703159296
83	256512396154257409
83	256514346803425280
83	256515650896412672
83	256517400172838912
83	256520428468715520
83	256520910603968512
83	256523331010957313
83	256523871832903683
83	256527516754395136
83	256527852495847424
83	256528074408087552
83	256528636612591616
83	256528896617496577
83	256529450542456833
83	256530331056865281
83	256530582786433024
83	256530721164914688
83	256532038084083712
83	256532952589152256
83	256533040761819138
83	256536689651093504
83	256536895411064833
83	256537922973597696
83	256540024286375938
83	256541496386416641
83	256542108956102656
83	256542289151799296
83	256544499529027584
83	256544839338967040
83	256545543961059328
83	256545887898173442
83	256547829642850304
83	256548198884179969
83	256549356520488961
83	256549381652746240
83	256549582912241664
83	256550493000695809
83	256550539410673665
83	256551034376290304
83	256551416016023552
83	256551500011171840
83	256551814512644097
83	256552653130170369
83	256552758210080768
83	256553303398301697
83	256554142275870720
83	256555279079071745
83	256555388109983744
83	256555966890405888
83	256556264425930753
83	256557111985700864
83	256557489062023168
83	256558248457543681
83	256558282200727554
83	256558445564686336
83	256558789459861504
83	256558801895976960
83	256558919504261122
83	256558969739431936
83	256558986843803648
83	256559024458309632
83	256559066221002752
83	256559280172445698
83	256559645047537664
83	256559913554300928
83	256560119138115585
83	256560538404913152
83	256560702062485506
83	256560723029794816
83	256560815266729984
83	256560823915384832
83	256560832215912448
83	256560848934428672
83	256561008141819906
83	256561016786259971
83	256561188836605954
83	256561280930963456
83	256561310274310144
83	256561368910680064
83	256561398170128384
83	256561452960329728
83	256561633202163713
83	256561889050509313
83	256561943693897729
83	256561968801009664
83	256562044126498818
83	256562069309116416
83	256562090360336384
83	256562094424608769
83	256562153513955328
83	256562203703013376
83	256562233151205376
83	256562237152579584
83	256562245570527232
83	256562375493312512
83	256562404945715201
83	256562409236484096
83	256562413451751424
83	256562426013679616
83	256562471983263744
83	256562514203119617
83	256562572894027776
83	256562643874226176
83	256562652418023424
83	256562690191921154
83	256562707069804544
83	256562761562198017
83	256562807758282753
83	256562921075769345
83	256563201720852480
83	256563311078948864
83	256563491241070592
83	256563529241489408
83	256563591937941504
83	256563692676730880
83	256563701069524993
83	256563726298255360
83	256563738738581506
83	256563738793086976
83	256563793470038016
83	256563893965574146
83	256563894179487744
83	256563940136480768
83	256564007333416961
83	256564015591985152
83	256564074240933888
83	256564183561302016
83	256564187558453248
83	256564426738630656
83	256564493813952512
83	256564535564046336
83	256564598554128384
83	256564669957939201
83	256564686789677057
83	256564715977838592
83	256564724588744704
83	256564745325391872
83	256564766418542592
83	256564821095501826
83	256564854498922496
83	256564862728159232
83	256564871242600450
83	256564888162414592
83	256564896349687808
83	256564904604086272
83	256564997159796736
83	256565001245048832
83	256565051803197440
83	256565080773251073
83	256565089203806208
83	256565106287198210
83	256565127023833089
83	256565139854209025
83	256565181428162560
83	256565185668591616
83	256565198545117184
83	256565236335800320
83	256565240429424641
83	256565244346908673
83	256565252974583809
83	256565274071928833
83	256565316048527360
83	256565328480444416
