EventID	TweetID
10003	255819987862818817
10003	255819992157786112
10003	255820054984273921
10003	255820063653916673
10003	255820118095978496
10003	255820147489636353
10003	255820164023595008
10003	255820172428976128
10003	255820180884701184
10003	255820181144731648
10003	255820206000189441
10003	255820206146990080
10003	255820336002646016
10003	255820419943247872
10003	255820487307964416
10003	255820562629263360
10003	255820604731707392
10003	255820621177581569
10003	255820692547833856
10003	255820709522202625
10003	255820881434128384
10003	255820881526419456
10003	255820990439903232
10003	255821020001349632
10003	255821086967599106
10003	255821141489377281
10003	255821241942933505
10003	255821267234607106
10003	255821309165047809
10003	255821376349413376
10003	255821380401106944
10003	255821393290211330
10003	255821455881801728
10003	255821460105474049
10003	255821577504030720
10003	255821619765841921
10003	255821632336179200
10003	255821636392071168
10003	255821640489897984
10003	255821661520142336
10003	255821691035475969
10003	255821707703644160
10003	255821816554205184
10003	255821820987584512
10003	255821825165099009
10003	255821850351923201
10003	255821863073247232
10003	255821867103961089
10003	255821942731452416
10003	255822085010636800
10003	255822106011525120
10003	255822126907531264
10003	255822139679178754
10003	255822160784932864
10003	255822190010851329
10003	255822257040015361
10003	255822261305610241
10003	255822269790683136
10003	255822278212853762
10003	255822286500806656
10003	255822370227486722
10003	255822395598843904
10003	255822437663514624
10003	255822479535271936
10003	255822504420069376
10003	255822508685660160
10003	255822517317550081
10003	255822546484748288
10003	255822575865823232
10003	255822588301934592
10003	255822659793858561
10003	255822789745975296
10003	255822932465573888
10003	255822982814003200
10003	255822982918832128
10003	255822991269699584
10003	255823058273722368
10003	255823150405783554
10003	255823154528788480
10003	255823167300452352
10003	255823263823974402
10003	255823267988914176
10003	255823456682254336
10003	255823570125611008
10003	255823859226398720
10003	255823951501074432
10003	255824140576100352
10003	255824190681276416
10003	255824207412342785
10003	255824216019058688
10003	255824224411869185
10003	255824228643897345
10003	255824232720760832
10003	255824232804646912
10003	255824245337231361
10003	255824261850218497
10003	255824261875396608
10003	255824295513686016
10003	255824320700489729
10003	255824320729841664
10003	255824341625872384
10003	255824345740480512
10003	255824358667325441
10003	255824362572234752
10003	255824370868572160
10003	255824412828381185
10003	255824421544153089
10003	255824618496081920
10003	255824710653317120
10003	255824790307364864
10003	255824886793125888
10003	255824899719962625
10003	255824941520416768
10003	255824971006365696
10003	255825046424145921
10003	255825058835075072
10003	255825113633665024
10003	255825125910396928
10003	255825155585089536
10003	255825163843690496
10003	255825168025395200
10003	255825176330129409
10003	255825222329044993
10003	255825255875104768
10003	255825297826512896
10003	255825348502122496
10003	255825390277382144
10003	255825394425536512
10003	255825419499077632
10003	255825445013057538
10003	255825470044639232
10003	255825494954635265
10003	255825579079778304
10003	255825704829190148
10003	255825776077836288
10003	255825859901001728
10003	255825948082049024
10003	255825977630924800
10003	255826015299973120
10003	255826027887083522
10003	255826132551753728
10003	255826220959285249
10003	255826229050081281
10003	255826296452546561
10003	255826317377945600
10003	255826447434932224
10003	255826484915232770
10003	255826514271166464
10003	255826564795748354
10003	255826640049938433
10003	255826652590923777
10003	255826703195181056
10003	255826744899153921
10003	255826900088414209
10003	255826913015246848
10003	255826938164285440
10003	255827013485592576
10003	255827063842435073
10003	255827126647943168
10003	255827130867400704
10003	255827218834522113
10003	255827265194184704
10003	255827340586790914
10003	255827361600262144
10003	255827416038113280
10003	255827449529643008
10003	255827504361766912
10003	255827521113845761
10003	255827541762400256
10003	255827571315462144
10003	255827609080971264
10003	255827701305311232
10003	255827705629642752
10003	255827726672470016
10003	255827952917434369
10003	255828007644700674
10003	255828028360372224
10003	255828133389938688
10003	255828271638401027
10003	255828271814541312
10003	255828372331040768
10003	255828384913948672
10003	255828556976885761
10003	255828636857409537
10003	255828712363261952
10003	255828795943178242
10003	255828808656097280
10003	255828846291582978
10003	255828875668496384
10003	255828913668890624
10003	255828917741572096
10003	255829005922611201
10003	255829030891315200
10003	255829035014291456
10003	255829035014311937
10003	255829093659049984
10003	255829181731045376
10003	255829194460782593
10003	255829227910348800
10003	255829295207960576
10003	255829316045271040
10003	255829341483712512
10003	255829509016797185
10003	255829551144386562
10003	255829622434971648
10003	255829639149285376
10003	255829781633957891
10003	255829794447585281
10003	255829865662648322
10003	255829873992556544
10003	255829962035187713
10003	255830037687832576
10003	255830121469050880
10003	255830255841968128
10003	255830306169442304
10003	255830394035896320
10003	255830532330487808
10003	255830549334216704
10003	255830628925317120
10003	255830671111618560
10003	255830708700983297
10003	255830721351000067
10003	255830779832201218
10003	255830825952747520
10003	255830960417951744
10003	255831002319028224
10003	255831111291248641
10003	255831132187275265
10003	255831220179566594
10003	255831358943948801
10003	255831534907564035
10003	255831576921927680
10003	255831577039355904
10003	255831618881728512
10003	255831824150962176
10003	255831891247255552
10003	255831895785488384
10003	255831975200423936
10003	255831987934334976
10003	255832092808736768
10003	255832101285421056
10003	255832180876509184
10003	255832210165338115
10003	255832239693246464
10003	255832302318391297
10003	255832319187898369
10003	255832361109966848
10003	255832382257647616
10003	255832399173259264
10003	255832562625286145
10003	255832566685384706
10003	255832574948147201
10003	255832600105607170
10003	255832650760196097
10003	255832675640823808
10003	255832675670192128
10003	255832725955690496
10003	255832738651860992
10003	255832793282666496
10003	255832835083083777
10003	255832885548969986
10003	255832893920772096
10003	255833099206811648
10003	255833116248248320
10003	255833149693640705
10003	255833175031427072
10003	255833195919073281
10003	255833267121557504
10003	255833279725445121
10003	255833309169471488
10003	255833426765168640
10003	255833459975680000
10003	255833636077719553
10003	255833657158287362
10003	255833670018027520
10003	255833883789107200
10003	255833891930255361
10003	255833917511319553
10003	255833971718516736
10003	255834093533663234
10003	255834248781651968
10003	255834357787414530
10003	255834399587835904
10003	255834412237852672
10003	255834445955866625
10003	255834474988855297
10003	255834491854127104
10003	255834542433259521
10003	255834571701116930
10003	255834672301494272
10003	255834697626705920
10003	255834789876207616
10003	255834798180933632
10003	255834869354090496
10003	255834911427158016
10112	255820516613578754
10112	255822865142792192
10112	255823377032441856
10112	255823779664654336
10112	255829052022210563
10112	255829060150784000
10112	255829064336678914
10112	255829072700137472
10112	255829081436860417
10112	255829089808691202
10112	255829114743840768
10112	255829148516352000
10112	255829152702287873
10112	255829190304219136
10112	255829223938342912
10112	255829421112578048
10112	255829421209055233
10112	255829454604095488
10112	255829466939527168
10112	255829466985672704
10112	255829496459063296
10112	255829550909489152
10112	255829635068215296
10112	255829869756301312
10112	255829949607460865
10112	255829995753185281
10112	255830041773105152
10112	255830129991876608
10112	255830213886365696
10112	255830264192843776
10112	255830360737333248
10112	255830620511543297
10112	255830834370719745
10112	255830956202680321
10112	255831010598600705
10112	255831052478738433
10112	255831220481560576
10112	255831270796427264
10112	255831274797817856
10112	255831287477182465
10112	255831321081946113
10112	255831333572599808
10112	255831337599127552
10112	255831337779482625
10112	255831367009591296
10112	255831367059922944
10112	255831375553368064
10112	255831388119523329
10112	255831388262105088
10112	255831392129261568
10112	255831392196378624
10112	255831396696850432
10112	255831400572416000
10112	255831409174917121
10112	255831413318893568
10112	255831417584508928
10112	255831438400815105
10112	255831438430203905
10112	255831442486095872
10112	255831455161253888
10112	255831459313623040
